"id","lab","taskorder","timing","age","mcorrect","frequency"
"Frankfurt_143735","Frankfurt","second","delayed","10yo",4,"usually"
"Frankfurt_143772","Frankfurt","first","immediate","10yo",4,"sometimes"
"Frankfurt_143772","Frankfurt","point-and-name","point-and-name","10yo",4,"sometimes"
"Frankfurt_143772","Frankfurt","second","delayed","10yo",5,"sometimes"
"Frankfurt_143820","Frankfurt","first","immediate","10yo",5,"usually"
"Frankfurt_143820","Frankfurt","point-and-name","point-and-name","10yo",4,"usually"
"Frankfurt_143820","Frankfurt","second","delayed","10yo",5,"usually"
"Frankfurt_143899","Frankfurt","first","delayed","10yo",3,"usually"
"Frankfurt_143899","Frankfurt","point-and-name","point-and-name","10yo",4,"usually"
"Frankfurt_143899","Frankfurt","second","immediate","10yo",5,"usually"
"Frankfurt_143907","Frankfurt","first","delayed","10yo",5,"usually"
"Frankfurt_143907","Frankfurt","point-and-name","point-and-name","10yo",4,"usually"
"Frankfurt_143907","Frankfurt","second","immediate","10yo",4,"usually"
"Frankfurt_1501421","Frankfurt","first","delayed","5yo",3,"sometimes"
"Frankfurt_1501421","Frankfurt","point-and-name","point-and-name","5yo",4,"sometimes"
"Frankfurt_1501421","Frankfurt","second","immediate","5yo",1,"sometimes"
"Frankfurt_1501560","Frankfurt","first","delayed","5yo",2,"never"
"Frankfurt_1501560","Frankfurt","point-and-name","point-and-name","5yo",2,"never"
"Frankfurt_1501560","Frankfurt","second","immediate","5yo",1,"never"
"Frankfurt_1501633","Frankfurt","first","delayed","6yo",2,"usually"
"Frankfurt_1501633","Frankfurt","point-and-name","point-and-name","6yo",3,"usually"
"Frankfurt_1501633","Frankfurt","second","immediate","6yo",1,"usually"
"Frankfurt_1701181","Frankfurt","first","immediate","5yo",1,"never"
"Frankfurt_1701181","Frankfurt","point-and-name","point-and-name","5yo",1,"never"
"Frankfurt_1701181","Frankfurt","second","delayed","5yo",1,"never"
"Frankfurt_1701778","Frankfurt","first","delayed","5yo",1,"never"
"Frankfurt_1701778","Frankfurt","point-and-name","point-and-name","5yo",3,"never"
"Frankfurt_1701778","Frankfurt","second","immediate","5yo",2,"never"
"Frankfurt_1702022","Frankfurt","first","immediate","5yo",4,"usually"
"Frankfurt_1702022","Frankfurt","point-and-name","point-and-name","5yo",2,"usually"
"Frankfurt_1702022","Frankfurt","second","delayed","5yo",3,"usually"
"Frankfurt_1702144","Frankfurt","first","immediate","5yo",1,"never"
"Frankfurt_1702144","Frankfurt","point-and-name","point-and-name","5yo",1,"never"
"Frankfurt_1702144","Frankfurt","second","delayed","5yo",1,"never"
"Frankfurt_1702196","Frankfurt","first","immediate","5yo",2,"usually"
"Frankfurt_1702196","Frankfurt","point-and-name","point-and-name","5yo",2,"usually"
"Frankfurt_1702196","Frankfurt","second","delayed","5yo",1,"usually"
"Frankfurt_1702328","Frankfurt","first","delayed","6yo",1,"sometimes"
"Frankfurt_1702328","Frankfurt","point-and-name","point-and-name","6yo",1,"sometimes"
"Frankfurt_1702328","Frankfurt","second","immediate","6yo",2,"sometimes"
"Frankfurt_1702778","Frankfurt","first","delayed","6yo",1,"sometimes"
"Frankfurt_1702778","Frankfurt","point-and-name","point-and-name","6yo",3,"sometimes"
"Frankfurt_1702778","Frankfurt","second","immediate","6yo",3,"sometimes"
"Frankfurt_1702864","Frankfurt","first","immediate","5yo",2,"usually"
"Frankfurt_1702864","Frankfurt","point-and-name","point-and-name","5yo",1,"usually"
"Frankfurt_1702864","Frankfurt","second","delayed","5yo",2,"usually"
"Frankfurt_1801399","Frankfurt","first","delayed","5yo",1,"never"
"Frankfurt_1801399","Frankfurt","point-and-name","point-and-name","5yo",1,"never"
"Frankfurt_1801399","Frankfurt","second","immediate","5yo",1,"never"
"Frankfurt_1801489","Frankfurt","first","delayed","6yo",2,"usually"
"Frankfurt_1801489","Frankfurt","point-and-name","point-and-name","6yo",3,"usually"
"Frankfurt_1801489","Frankfurt","second","immediate","6yo",3,"usually"
"Frankfurt_1801738","Frankfurt","first","delayed","6yo",2,"never"
"Frankfurt_1801738","Frankfurt","point-and-name","point-and-name","6yo",3,"never"
"Frankfurt_1801738","Frankfurt","second","immediate","6yo",1,"never"
"Frankfurt_1801998","Frankfurt","first","immediate","5yo",2,"sometimes"
"Frankfurt_1801998","Frankfurt","point-and-name","point-and-name","5yo",2,"sometimes"
"Frankfurt_1801998","Frankfurt","second","delayed","5yo",1,"sometimes"
"Frankfurt_1911011","Frankfurt","first","immediate","6yo",2,"usually"
"Frankfurt_1911011","Frankfurt","point-and-name","point-and-name","6yo",3,"usually"
"Frankfurt_1911011","Frankfurt","second","delayed","6yo",3,"usually"
"Frankfurt_1911045","Frankfurt","first","delayed","6yo",3,"usually"
"Frankfurt_1911045","Frankfurt","point-and-name","point-and-name","6yo",2,"usually"
"Frankfurt_1911045","Frankfurt","second","immediate","6yo",3,"usually"
"Frankfurt_1911092","Frankfurt","first","delayed","6yo",2,"sometimes"
"Frankfurt_1911092","Frankfurt","point-and-name","point-and-name","6yo",3,"sometimes"
"Frankfurt_1911092","Frankfurt","second","immediate","6yo",2,"sometimes"
"Frankfurt_1911142","Frankfurt","first","immediate","6yo",3,"sometimes"
"Frankfurt_1911142","Frankfurt","point-and-name","point-and-name","6yo",3,"sometimes"
"Frankfurt_1911142","Frankfurt","second","delayed","6yo",2,"sometimes"
"Frankfurt_1911215","Frankfurt","first","delayed","6yo",1,"sometimes"
"Frankfurt_1911215","Frankfurt","point-and-name","point-and-name","6yo",2,"sometimes"
"Frankfurt_1911215","Frankfurt","second","immediate","6yo",2,"sometimes"
"Frankfurt_1911305","Frankfurt","first","immediate","6yo",4,"sometimes"
"Frankfurt_1911305","Frankfurt","point-and-name","point-and-name","6yo",4,"sometimes"
"Frankfurt_1911305","Frankfurt","second","delayed","6yo",4,"sometimes"
"Frankfurt_1911372","Frankfurt","first","delayed","7yo",4,"sometimes"
"Frankfurt_1911372","Frankfurt","point-and-name","point-and-name","7yo",4,"sometimes"
"Frankfurt_1911372","Frankfurt","second","immediate","7yo",3,"sometimes"
"Frankfurt_1911446","Frankfurt","first","delayed","6yo",3,"usually"
"Frankfurt_1911446","Frankfurt","point-and-name","point-and-name","6yo",3,"usually"
"Frankfurt_1911446","Frankfurt","second","immediate","6yo",3,"usually"
"Frankfurt_1911555","Frankfurt","first","delayed","6yo",4,"usually"
"Frankfurt_1911555","Frankfurt","point-and-name","point-and-name","6yo",3,"usually"
"Frankfurt_1911555","Frankfurt","second","immediate","6yo",1,"usually"
"Frankfurt_1911713","Frankfurt","first","immediate","6yo",2,"usually"
"Frankfurt_1911713","Frankfurt","point-and-name","point-and-name","6yo",3,"usually"
"Frankfurt_1911713","Frankfurt","second","delayed","6yo",3,"usually"
"Frankfurt_1911770","Frankfurt","first","delayed","6yo",4,"usually"
"Frankfurt_1911770","Frankfurt","point-and-name","point-and-name","6yo",4,"usually"
"Frankfurt_1911770","Frankfurt","second","immediate","6yo",3,"usually"
"Frankfurt_1911792","Frankfurt","first","immediate","6yo",5,"usually"
"Frankfurt_1911792","Frankfurt","point-and-name","point-and-name","6yo",4,"usually"
"Frankfurt_1911792","Frankfurt","second","delayed","6yo",4,"usually"
"Frankfurt_1911871","Frankfurt","first","immediate","6yo",1,"usually"
"Frankfurt_1911871","Frankfurt","point-and-name","point-and-name","6yo",3,"usually"
"Frankfurt_1911871","Frankfurt","second","delayed","6yo",3,"usually"
"Frankfurt_1912025","Frankfurt","first","delayed","6yo",3,"usually"
"Frankfurt_1912025","Frankfurt","point-and-name","point-and-name","6yo",4,"usually"
"Frankfurt_1912025","Frankfurt","second","immediate","6yo",4,"usually"
"Frankfurt_1912082","Frankfurt","first","immediate","6yo",2,"usually"
"Frankfurt_1912082","Frankfurt","point-and-name","point-and-name","6yo",3,"usually"
"Frankfurt_1912082","Frankfurt","second","delayed","6yo",3,"usually"
"Frankfurt_1912169","Frankfurt","first","immediate","6yo",3,"sometimes"
"Frankfurt_1912169","Frankfurt","point-and-name","point-and-name","6yo",4,"sometimes"
"Frankfurt_1912169","Frankfurt","second","delayed","6yo",2,"sometimes"
"Frankfurt_1912191","Frankfurt","first","delayed","7yo",3,"usually"
"Frankfurt_1912191","Frankfurt","point-and-name","point-and-name","7yo",3,"usually"
"Frankfurt_1912191","Frankfurt","second","immediate","7yo",5,"usually"
"Frankfurt_1912241","Frankfurt","first","delayed","6yo",2,"sometimes"
"Frankfurt_1912241","Frankfurt","point-and-name","point-and-name","6yo",3,"sometimes"
"Frankfurt_1912241","Frankfurt","second","immediate","6yo",3,"sometimes"
"Frankfurt_1912263","Frankfurt","first","immediate","7yo",1,"sometimes"
"Frankfurt_1912263","Frankfurt","point-and-name","point-and-name","7yo",3,"sometimes"
"Frankfurt_1912263","Frankfurt","second","delayed","7yo",3,"sometimes"
"Frankfurt_1912316","Frankfurt","first","delayed","6yo",1,"sometimes"
"Frankfurt_1912316","Frankfurt","point-and-name","point-and-name","6yo",3,"sometimes"
"Frankfurt_1912316","Frankfurt","second","immediate","6yo",1,"sometimes"
"Frankfurt_1912370","Frankfurt","first","delayed","6yo",1,"usually"
"Frankfurt_1912370","Frankfurt","point-and-name","point-and-name","6yo",3,"usually"
"Frankfurt_1912370","Frankfurt","second","immediate","6yo",3,"usually"
"Frankfurt_1912452","Frankfurt","first","immediate","6yo",2,"usually"
"Frankfurt_1912452","Frankfurt","point-and-name","point-and-name","6yo",2,"usually"
"Frankfurt_1912452","Frankfurt","second","delayed","6yo",1,"usually"
"Frankfurt_1912477","Frankfurt","first","immediate","6yo",3,"usually"
"Frankfurt_1912477","Frankfurt","point-and-name","point-and-name","6yo",4,"usually"
"Frankfurt_1912477","Frankfurt","second","delayed","6yo",1,"usually"
"Frankfurt_1912525","Frankfurt","first","immediate","7yo",3,"usually"
"Frankfurt_1912525","Frankfurt","point-and-name","point-and-name","7yo",4,"usually"
"Frankfurt_1912525","Frankfurt","second","delayed","7yo",4,"usually"
"Frankfurt_1912543","Frankfurt","first","delayed","7yo",3,"sometimes"
"Frankfurt_1912543","Frankfurt","point-and-name","point-and-name","7yo",5,"sometimes"
"Frankfurt_1912543","Frankfurt","second","immediate","7yo",3,"sometimes"
"Frankfurt_1912697","Frankfurt","first","delayed","7yo",2,"usually"
"Frankfurt_1912697","Frankfurt","point-and-name","point-and-name","7yo",3,"usually"
"Frankfurt_1912697","Frankfurt","second","immediate","7yo",3,"usually"
"Frankfurt_1912739","Frankfurt","first","immediate","6yo",2,"sometimes"
"Frankfurt_1912739","Frankfurt","point-and-name","point-and-name","6yo",3,"sometimes"
"Frankfurt_1912739","Frankfurt","second","delayed","6yo",1,"sometimes"
"Frankfurt_1912835","Frankfurt","first","delayed","6yo",1,"sometimes"
"Frankfurt_1912835","Frankfurt","point-and-name","point-and-name","6yo",2,"sometimes"
"Frankfurt_1912835","Frankfurt","second","immediate","6yo",1,"sometimes"
"Frankfurt_1912929","Frankfurt","first","delayed","7yo",4,"sometimes"
"Frankfurt_1912929","Frankfurt","point-and-name","point-and-name","7yo",1,"sometimes"
"Frankfurt_1912929","Frankfurt","second","immediate","7yo",4,"sometimes"
"Frankfurt_241042","Frankfurt","first","delayed","10yo",4,"sometimes"
"Frankfurt_241042","Frankfurt","point-and-name","point-and-name","10yo",3,"sometimes"
"Frankfurt_241042","Frankfurt","second","immediate","10yo",4,"sometimes"
"Frankfurt_241152","Frankfurt","first","immediate","10yo",4,"usually"
"Frankfurt_241152","Frankfurt","point-and-name","point-and-name","10yo",4,"usually"
"Frankfurt_241152","Frankfurt","second","delayed","10yo",5,"usually"
"Frankfurt_241204","Frankfurt","first","immediate","10yo",3,"usually"
"Frankfurt_241204","Frankfurt","point-and-name","point-and-name","10yo",3,"usually"
"Frankfurt_241204","Frankfurt","second","delayed","10yo",4,"usually"
"Frankfurt_241262","Frankfurt","first","delayed","10yo",5,"usually"
"Frankfurt_241262","Frankfurt","point-and-name","point-and-name","10yo",3,"usually"
"Frankfurt_241262","Frankfurt","second","immediate","10yo",5,"usually"
"Frankfurt_241580","Frankfurt","first","delayed","10yo",4,"usually"
"Frankfurt_241580","Frankfurt","point-and-name","point-and-name","10yo",3,"usually"
"Frankfurt_241580","Frankfurt","second","immediate","10yo",4,"usually"
"Frankfurt_241615","Frankfurt","first","delayed","10yo",4,"usually"
"Frankfurt_241615","Frankfurt","point-and-name","point-and-name","10yo",3,"usually"
"Frankfurt_241615","Frankfurt","second","immediate","10yo",3,"usually"
"Frankfurt_241661","Frankfurt","first","delayed","10yo",4,"usually"
"Frankfurt_241661","Frankfurt","point-and-name","point-and-name","10yo",4,"usually"
"Frankfurt_241661","Frankfurt","second","immediate","10yo",5,"usually"
"Frankfurt_241791","Frankfurt","first","immediate","10yo",4,"usually"
"Frankfurt_241791","Frankfurt","point-and-name","point-and-name","10yo",5,"usually"
"Frankfurt_241791","Frankfurt","second","delayed","10yo",5,"usually"
"Frankfurt_241836","Frankfurt","first","immediate","10yo",4,"usually"
"Frankfurt_241836","Frankfurt","point-and-name","point-and-name","10yo",5,"usually"
"Frankfurt_241836","Frankfurt","second","delayed","10yo",5,"usually"
"Frankfurt_241911","Frankfurt","first","delayed","10yo",5,"sometimes"
"Frankfurt_241911","Frankfurt","point-and-name","point-and-name","10yo",4,"sometimes"
"Frankfurt_241911","Frankfurt","second","immediate","10yo",5,"sometimes"
"Frankfurt_241950","Frankfurt","first","delayed","10yo",4,"usually"
"Frankfurt_241950","Frankfurt","point-and-name","point-and-name","10yo",3,"usually"
"Frankfurt_241950","Frankfurt","second","immediate","10yo",3,"usually"
"Frankfurt_322012","Frankfurt","first","delayed","7yo",3,"usually"
"Frankfurt_322012","Frankfurt","point-and-name","point-and-name","7yo",4,"usually"
"Frankfurt_322012","Frankfurt","second","immediate","7yo",4,"usually"
"Frankfurt_322035","Frankfurt","first","delayed","7yo",1,"sometimes"
"Frankfurt_322035","Frankfurt","point-and-name","point-and-name","7yo",2,"sometimes"
"Frankfurt_322035","Frankfurt","second","immediate","7yo",2,"sometimes"
"Frankfurt_322594","Frankfurt","first","immediate","7yo",3,"usually"
"Frankfurt_322594","Frankfurt","point-and-name","point-and-name","7yo",2,"usually"
"Frankfurt_322594","Frankfurt","second","delayed","7yo",1,"usually"
"Frankfurt_322669","Frankfurt","first","delayed","7yo",3,"never"
"Frankfurt_322669","Frankfurt","point-and-name","point-and-name","7yo",2,"never"
"Frankfurt_322669","Frankfurt","second","immediate","7yo",2,"never"
"Frankfurt_322800","Frankfurt","first","immediate","7yo",4,"usually"
"Frankfurt_322800","Frankfurt","point-and-name","point-and-name","7yo",3,"usually"
"Frankfurt_322800","Frankfurt","second","delayed","7yo",3,"usually"
"Frankfurt_322993","Frankfurt","first","delayed","7yo",3,"usually"
"Frankfurt_322993","Frankfurt","point-and-name","point-and-name","7yo",4,"usually"
"Frankfurt_322993","Frankfurt","second","immediate","7yo",3,"usually"
"Frankfurt_323315","Frankfurt","first","delayed","7yo",3,"usually"
"Frankfurt_323315","Frankfurt","point-and-name","point-and-name","7yo",2,"usually"
"Frankfurt_323315","Frankfurt","second","immediate","7yo",4,"usually"
"Frankfurt_323673","Frankfurt","first","delayed","7yo",2,"never"
"Frankfurt_323673","Frankfurt","point-and-name","point-and-name","7yo",2,"never"
"Frankfurt_323673","Frankfurt","second","immediate","7yo",2,"never"
"Frankfurt_323767","Frankfurt","first","delayed","7yo",3,"usually"
"Frankfurt_323767","Frankfurt","point-and-name","point-and-name","7yo",3,"usually"
"Frankfurt_323767","Frankfurt","second","immediate","7yo",4,"usually"
"Frankfurt_421076","Frankfurt","first","immediate","7yo",1,"sometimes"
"Frankfurt_421076","Frankfurt","point-and-name","point-and-name","7yo",3,"sometimes"
"Frankfurt_421076","Frankfurt","second","delayed","7yo",2,"sometimes"
"Frankfurt_421419","Frankfurt","first","immediate","7yo",4,"sometimes"
"Frankfurt_421419","Frankfurt","point-and-name","point-and-name","7yo",3,"sometimes"
"Frankfurt_421419","Frankfurt","second","delayed","7yo",4,"sometimes"
"Frankfurt_421524","Frankfurt","first","immediate","7yo",4,"usually"
"Frankfurt_421524","Frankfurt","point-and-name","point-and-name","7yo",4,"usually"
"Frankfurt_421524","Frankfurt","second","delayed","7yo",3,"usually"
"Frankfurt_421609","Frankfurt","first","delayed","7yo",2,"sometimes"
"Frankfurt_421609","Frankfurt","point-and-name","point-and-name","7yo",4,"sometimes"
"Frankfurt_421609","Frankfurt","second","immediate","7yo",3,"sometimes"
"Frankfurt_421789","Frankfurt","first","delayed","7yo",2,"usually"
"Frankfurt_421789","Frankfurt","point-and-name","point-and-name","7yo",3,"usually"
"Frankfurt_421789","Frankfurt","second","immediate","7yo",3,"usually"
"Frankfurt_421893","Frankfurt","first","delayed","7yo",2,"sometimes"
"Frankfurt_421893","Frankfurt","point-and-name","point-and-name","7yo",3,"sometimes"
"Frankfurt_421893","Frankfurt","second","immediate","7yo",3,"sometimes"
"Frankfurt_511041","Frankfurt","first","delayed","6yo",2,"sometimes"
"Frankfurt_511041","Frankfurt","point-and-name","point-and-name","6yo",4,"sometimes"
"Frankfurt_511041","Frankfurt","second","immediate","6yo",2,"sometimes"
"Frankfurt_511125","Frankfurt","first","immediate","6yo",2,"usually"
"Frankfurt_511125","Frankfurt","point-and-name","point-and-name","6yo",2,"usually"
"Frankfurt_511125","Frankfurt","second","delayed","6yo",1,"usually"
"Frankfurt_511485","Frankfurt","first","delayed","6yo",1,"sometimes"
"Frankfurt_511485","Frankfurt","point-and-name","point-and-name","6yo",3,"sometimes"
"Frankfurt_511485","Frankfurt","second","immediate","6yo",1,"sometimes"
"Frankfurt_511581","Frankfurt","first","delayed","5yo",1,"usually"
"Frankfurt_511581","Frankfurt","point-and-name","point-and-name","5yo",3,"usually"
"Frankfurt_511581","Frankfurt","second","immediate","5yo",1,"usually"
"Frankfurt_511590","Frankfurt","first","immediate","6yo",2,"sometimes"
"Frankfurt_511590","Frankfurt","point-and-name","point-and-name","6yo",3,"sometimes"
"Frankfurt_511590","Frankfurt","second","delayed","6yo",1,"sometimes"
"Frankfurt_511611","Frankfurt","first","delayed","6yo",3,"usually"
"Frankfurt_511611","Frankfurt","point-and-name","point-and-name","6yo",4,"usually"
"Frankfurt_511611","Frankfurt","second","immediate","6yo",1,"usually"
"Frankfurt_511647","Frankfurt","first","immediate","6yo",1,"never"
"Frankfurt_511647","Frankfurt","point-and-name","point-and-name","6yo",3,"never"
"Frankfurt_511647","Frankfurt","second","delayed","6yo",1,"never"
"Frankfurt_511812","Frankfurt","first","immediate","5yo",1,"usually"
"Frankfurt_511812","Frankfurt","point-and-name","point-and-name","5yo",2,"usually"
"Frankfurt_511812","Frankfurt","second","delayed","5yo",2,"usually"
"Frankfurt_511854","Frankfurt","first","immediate","6yo",2,"usually"
"Frankfurt_511854","Frankfurt","point-and-name","point-and-name","6yo",3,"usually"
"Frankfurt_511854","Frankfurt","second","delayed","6yo",1,"usually"
"Frankfurt_511904","Frankfurt","first","immediate","6yo",3,"usually"
"Frankfurt_511904","Frankfurt","point-and-name","point-and-name","6yo",2,"usually"
"Frankfurt_511904","Frankfurt","second","delayed","6yo",2,"usually"
"Frankfurt_511957","Frankfurt","first","delayed","6yo",3,"sometimes"
"Frankfurt_511957","Frankfurt","point-and-name","point-and-name","6yo",3,"sometimes"
"Frankfurt_511957","Frankfurt","second","immediate","6yo",1,"sometimes"
"Frankfurt_522081","Frankfurt","first","immediate","7yo",3,"usually"
"Frankfurt_522081","Frankfurt","point-and-name","point-and-name","7yo",4,"usually"
"Frankfurt_522081","Frankfurt","second","delayed","7yo",3,"usually"
"Frankfurt_522092","Frankfurt","first","immediate","7yo",3,"usually"
"Frankfurt_522092","Frankfurt","point-and-name","point-and-name","7yo",3,"usually"
"Frankfurt_522092","Frankfurt","second","delayed","7yo",3,"usually"
"Frankfurt_522260","Frankfurt","first","immediate","7yo",4,"usually"
"Frankfurt_522260","Frankfurt","point-and-name","point-and-name","7yo",5,"usually"
"Frankfurt_522260","Frankfurt","second","delayed","7yo",3,"usually"
"Frankfurt_522633","Frankfurt","first","delayed","6yo",3,"usually"
"Frankfurt_522633","Frankfurt","point-and-name","point-and-name","6yo",2,"usually"
"Frankfurt_522633","Frankfurt","second","immediate","6yo",3,"usually"
"Frankfurt_522689","Frankfurt","first","immediate","7yo",3,"usually"
"Frankfurt_522689","Frankfurt","point-and-name","point-and-name","7yo",2,"usually"
"Frankfurt_522689","Frankfurt","second","delayed","7yo",4,"usually"
"Frankfurt_522737","Frankfurt","first","immediate","7yo",3,"usually"
"Frankfurt_522737","Frankfurt","point-and-name","point-and-name","7yo",3,"usually"
"Frankfurt_522737","Frankfurt","second","delayed","7yo",3,"usually"
"Frankfurt_522828","Frankfurt","first","delayed","7yo",3,"usually"
"Frankfurt_522828","Frankfurt","point-and-name","point-and-name","7yo",2,"usually"
"Frankfurt_522828","Frankfurt","second","immediate","7yo",5,"usually"
"Frankfurt_611190","Frankfurt","first","delayed","7yo",5,"usually"
"Frankfurt_611190","Frankfurt","point-and-name","point-and-name","7yo",4,"usually"
"Frankfurt_611190","Frankfurt","second","immediate","7yo",3,"usually"
"Frankfurt_611240","Frankfurt","first","immediate","7yo",2,"usually"
"Frankfurt_611240","Frankfurt","point-and-name","point-and-name","7yo",3,"usually"
"Frankfurt_611240","Frankfurt","second","delayed","7yo",1,"usually"
"Frankfurt_611255","Frankfurt","first","immediate","6yo",4,"usually"
"Frankfurt_611255","Frankfurt","point-and-name","point-and-name","6yo",4,"usually"
"Frankfurt_611255","Frankfurt","second","delayed","6yo",3,"usually"
"Frankfurt_611353","Frankfurt","first","immediate","7yo",2,"sometimes"
"Frankfurt_611353","Frankfurt","point-and-name","point-and-name","7yo",3,"sometimes"
"Frankfurt_611353","Frankfurt","second","delayed","7yo",3,"sometimes"
"Frankfurt_611382","Frankfurt","first","delayed","7yo",2,"usually"
"Frankfurt_611382","Frankfurt","point-and-name","point-and-name","7yo",3,"usually"
"Frankfurt_611382","Frankfurt","second","immediate","7yo",4,"usually"
"Frankfurt_611555","Frankfurt","first","delayed","6yo",4,"usually"
"Frankfurt_611555","Frankfurt","point-and-name","point-and-name","6yo",2,"usually"
"Frankfurt_611555","Frankfurt","second","immediate","6yo",4,"usually"
"Frankfurt_611616","Frankfurt","first","delayed","6yo",4,"usually"
"Frankfurt_611616","Frankfurt","point-and-name","point-and-name","6yo",4,"usually"
"Frankfurt_611616","Frankfurt","second","immediate","6yo",4,"usually"
"Frankfurt_611634","Frankfurt","first","delayed","7yo",3,"usually"
"Frankfurt_611634","Frankfurt","point-and-name","point-and-name","7yo",4,"usually"
"Frankfurt_611634","Frankfurt","second","immediate","7yo",4,"usually"
"Frankfurt_611738","Frankfurt","first","immediate","6yo",4,"usually"
"Frankfurt_611738","Frankfurt","point-and-name","point-and-name","6yo",2,"usually"
"Frankfurt_611738","Frankfurt","second","delayed","6yo",3,"usually"
"Frankfurt_611760","Frankfurt","first","delayed","6yo",2,"usually"
"Frankfurt_611760","Frankfurt","point-and-name","point-and-name","6yo",1,"usually"
"Frankfurt_611760","Frankfurt","second","immediate","6yo",1,"usually"
"Frankfurt_611865","Frankfurt","first","immediate","7yo",4,"usually"
"Frankfurt_611865","Frankfurt","point-and-name","point-and-name","7yo",3,"usually"
"Frankfurt_611865","Frankfurt","second","delayed","7yo",2,"usually"
"Frankfurt_611874","Frankfurt","first","immediate","7yo",1,"sometimes"
"Frankfurt_611874","Frankfurt","point-and-name","point-and-name","7yo",2,"sometimes"
"Frankfurt_611874","Frankfurt","second","delayed","7yo",1,"sometimes"
"Frankfurt_611911","Frankfurt","first","delayed","7yo",3,"usually"
"Frankfurt_611911","Frankfurt","point-and-name","point-and-name","7yo",3,"usually"
"Frankfurt_611911","Frankfurt","second","immediate","7yo",3,"usually"
"Frankfurt_611942","Frankfurt","first","delayed","7yo",2,"usually"
"Frankfurt_611942","Frankfurt","point-and-name","point-and-name","7yo",3,"usually"
"Frankfurt_611942","Frankfurt","second","immediate","7yo",3,"usually"
"Frankfurt_622012","Frankfurt","first","delayed","7yo",4,"usually"
"Frankfurt_622012","Frankfurt","point-and-name","point-and-name","7yo",4,"usually"
"Frankfurt_622012","Frankfurt","second","immediate","7yo",4,"usually"
"Frankfurt_622296","Frankfurt","first","immediate","7yo",3,"usually"
"Frankfurt_622296","Frankfurt","point-and-name","point-and-name","7yo",3,"usually"
"Frankfurt_622296","Frankfurt","second","delayed","7yo",2,"usually"
"Frankfurt_622406","Frankfurt","first","immediate","7yo",2,"never"
"Frankfurt_622406","Frankfurt","point-and-name","point-and-name","7yo",3,"never"
"Frankfurt_622406","Frankfurt","second","delayed","7yo",3,"never"
"Frankfurt_622541","Frankfurt","first","delayed","7yo",4,"usually"
"Frankfurt_622541","Frankfurt","point-and-name","point-and-name","7yo",3,"usually"
"Frankfurt_622541","Frankfurt","second","immediate","7yo",3,"usually"
"Frankfurt_622746","Frankfurt","first","immediate","7yo",3,"usually"
"Frankfurt_622746","Frankfurt","point-and-name","point-and-name","7yo",4,"usually"
"Frankfurt_622746","Frankfurt","second","delayed","7yo",4,"usually"
"Frankfurt_622778","Frankfurt","first","immediate","7yo",4,"usually"
"Frankfurt_622778","Frankfurt","point-and-name","point-and-name","7yo",3,"usually"
"Frankfurt_622778","Frankfurt","second","delayed","7yo",2,"usually"
"Frankfurt_622792","Frankfurt","first","delayed","7yo",1,"usually"
"Frankfurt_622792","Frankfurt","point-and-name","point-and-name","7yo",4,"usually"
"Frankfurt_622792","Frankfurt","second","immediate","7yo",2,"usually"
"Frankfurt_622995","Frankfurt","first","immediate","7yo",3,"usually"
"Frankfurt_622995","Frankfurt","point-and-name","point-and-name","7yo",4,"usually"
"Frankfurt_622995","Frankfurt","second","delayed","7yo",3,"usually"
"Frankfurt_701259","Frankfurt","first","immediate","5yo",2,"never"
"Frankfurt_701259","Frankfurt","point-and-name","point-and-name","5yo",3,"never"
"Frankfurt_701259","Frankfurt","second","delayed","5yo",5,"never"
"Frankfurt_701294","Frankfurt","first","delayed","5yo",2,"never"
"Frankfurt_701294","Frankfurt","point-and-name","point-and-name","5yo",2,"never"
"Frankfurt_701294","Frankfurt","second","immediate","5yo",1,"never"
"Frankfurt_701302","Frankfurt","first","immediate","5yo",2,"usually"
"Frankfurt_701302","Frankfurt","point-and-name","point-and-name","5yo",2,"usually"
"Frankfurt_701302","Frankfurt","second","delayed","5yo",1,"usually"
"Frankfurt_701931","Frankfurt","first","delayed","6yo",3,"usually"
"Frankfurt_701931","Frankfurt","point-and-name","point-and-name","6yo",2,"usually"
"Frankfurt_701931","Frankfurt","second","immediate","6yo",1,"usually"
"Frankfurt_701960","Frankfurt","first","delayed","5yo",4,"usually"
"Frankfurt_701960","Frankfurt","point-and-name","point-and-name","5yo",2,"usually"
"Frankfurt_701960","Frankfurt","second","immediate","5yo",5,"usually"
"Frankfurt_702005","Frankfurt","first","immediate","5yo",3,"usually"
"Frankfurt_702005","Frankfurt","point-and-name","point-and-name","5yo",3,"usually"
"Frankfurt_702005","Frankfurt","second","delayed","5yo",4,"usually"
"Frankfurt_702012","Frankfurt","first","delayed","5yo",2,"sometimes"
"Frankfurt_702012","Frankfurt","point-and-name","point-and-name","5yo",2,"sometimes"
"Frankfurt_702012","Frankfurt","second","immediate","5yo",2,"sometimes"
"Frankfurt_702227","Frankfurt","first","delayed","5yo",3,"never"
"Frankfurt_702227","Frankfurt","point-and-name","point-and-name","5yo",2,"never"
"Frankfurt_702227","Frankfurt","second","immediate","5yo",2,"never"
"Frankfurt_702368","Frankfurt","first","delayed","6yo",3,"usually"
"Frankfurt_702368","Frankfurt","point-and-name","point-and-name","6yo",2,"usually"
"Frankfurt_702368","Frankfurt","second","immediate","6yo",2,"usually"
